lon,lat,value,unit,time,name
85.966667,41.966667,-34.42,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.066667,-35.52,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.2,-36.91,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.333333,-40.83,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.466667,-42.54,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.6,-44.5,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.733333,-46.11,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.866667,-48.83,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,42.966667,-51.33,dBm,2024-07-15T06:00:00Z,"em_intensity"
85.966667,43.066667,-53.99,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,41.966667,-37.95,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.066667,-37.52,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.2,-40.13,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.333333,-44.54,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.466667,-45.28,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.6,-46.93,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.733333,-48.23,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.866667,-51.96,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,42.966667,-55.43,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.066667,43.066667,-57.05,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,41.966667,-38.45,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.066667,-42.42,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.2,-45.26,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.333333,-46.56,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.466667,-46.51,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.6,-50.64,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.733333,-51.11,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.866667,-55.42,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,42.966667,-57.36,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.2,43.066667,-60.32,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,41.966667,-44.45,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.066667,-44.7,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.2,-50.06,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.333333,-49.27,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.466667,-52.49,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.6,-54.15,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.733333,-57.11,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.866667,-60.26,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,42.966667,-61.07,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.333333,43.066667,-63.32,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,41.966667,-51.64,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.066667,-51.23,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.2,-53.5,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.333333,-56.6,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.466667,-59.23,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.6,-60.81,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.733333,-61.22,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.866667,-63.45,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,42.966667,-65.97,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.466667,43.066667,-66.14,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,41.966667,-55.47,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.066667,-56.52,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.2,-56.96,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.333333,-58.92,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.466667,-63.22,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.6,-65.76,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.733333,-65.21,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.866667,-68.13,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,42.966667,-69.82,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.6,43.066667,-72.11,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,41.966667,-60.94,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.066667,-62.48,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.2,-64.1,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.333333,-65.09,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.466667,-65.19,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.6,-67.99,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.733333,-73.96,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.866667,-75.33,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,42.966667,-76.41,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.733333,43.066667,-79.29,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,41.966667,-64.72,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.066667,-67.04,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.2,-67.16,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.333333,-69.55,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.466667,-71.43,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.6,-71.22,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.733333,-75.64,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.866667,-78.48,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,42.966667,-80.8,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.866667,43.066667,-82.94,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,41.966667,-67.73,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.066667,-69.3,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.2,-71.66,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.333333,-73.85,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.466667,-74.75,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.6,-74.82,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.733333,-76.29,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.866667,-78.98,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,42.966667,-81.86,dBm,2024-07-15T06:00:00Z,"em_intensity"
86.966667,43.066667,-84.6,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,41.966667,-70.97,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.066667,-71.76,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.2,-76.13,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.333333,-78.75,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.466667,-77.59,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.6,-79.55,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.733333,-79.64,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.866667,-83.2,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,42.966667,-87.49,dBm,2024-07-15T06:00:00Z,"em_intensity"
87.066667,43.066667,-88.92,dBm,2024-07-15T06:00:00Z,"em_intensity"
