lon,lat,value,unit,time,name
85.966667,41.966667,-81.43,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.066667,-82.01,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.2,-82.72,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.333333,-81.63,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.466667,-81.86,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.6,-82.23,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.733333,-82.78,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.866667,-54.37,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,42.966667,4.89,dB,2024-07-15T06:00:00Z,"radar_coverage"
85.966667,43.066667,-32.37,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,41.966667,-81.57,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.066667,-70,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.2,-82.01,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.333333,-81.07,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.466667,-80.26,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.6,-80.72,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.733333,-68.43,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.866667,4.43,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,42.966667,-31.87,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.066667,43.066667,-76.37,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,41.966667,-82.42,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.066667,-81.95,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.2,-81.48,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.333333,-78.45,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.466667,-73.45,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.6,-58.39,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.733333,8,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.866667,-53.06,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,42.966667,-79.99,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.2,43.066667,-82.46,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,41.966667,-82.75,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.066667,-82.77,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.2,-80.03,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.333333,-73.48,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.466667,-45.23,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.6,8,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.733333,-41.29,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.866667,-79.59,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,42.966667,-81.9,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.333333,43.066667,-82.37,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,41.966667,-82.29,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.066667,-82.61,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.2,-80.75,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.333333,-59.51,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.466667,8,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.6,-26.56,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.733333,-68.67,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.866667,-79.41,dB,2024-07-15T06:00:00Z,"radar_coverage"
86.466667,42.966667,-82.78,dB,2024-07-15T06:00:00Z,"radar_coverage"
